rb_id,player_name,team,season,week,rushing_yards,attempts,offense_pct,opponent,opponent_rush_defense_rank,rb_rush_yards_last5,rb_rush_attempts_last5,rb_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0038120,Breece Hall,NYJ,2023,12,25.0,7,0.66,MIA,7.0,31.4,12.6,0,0,0,-9.5,40.0
00-0036275,D'Andre Swift,PHI,2023,12,80.0,14,0.64,BUF,2.0,61.6,15.6,0,0,-1,2.5,49.0
00-0039165,Zach Charbonnet,SEA,2023,12,47.0,14,0.88,SF,3.0,47.0,15.0,0,0,0,-7.0,43.5
00-0033280,Christian McCaffrey,SF,2023,12,114.0,19,0.77,SEA,4.0,64.6,16.6,0,0,0,7.0,43.5
00-0037256,Rachaad White,TB,2023,12,100.0,15,0.87,IND,14.0,45.4,14.2,1,1,-7,-2.5,45.0
00-0032764,Derrick Henry,TEN,2023,12,76.0,18,0.64,CAR,22.0,74.2,20.0,0,0,0,3.5,36.0
00-0033553,James Conner,ARI,2023,13,105.0,25,0.76,PIT,17.0,78.2,15.6,0,0,0,-6.0,41.0
00-0038542,Bijan Robinson,ATL,2023,13,53.0,18,0.75,NYJ,18.0,67.2,14.6,0,0,-2,2.0,33.0
00-0036555,Chuba Hubbard,CAR,2023,13,104.0,25,0.65,TB,1.0,57.6,17.0,0,0,0,-4.0,37.0
00-0033897,Joe Mixon,CIN,2023,13,68.0,19,0.71,JAX,2.0,51.0,13.0,0,0,0,-10.0,41.0
00-0035261,Tony Pollard,DAL,2023,13,68.0,20,0.78,SEA,8.0,59.8,12.8,0,1,0,9.5,47.5
00-0036997,Javonte Williams,DEN,2023,13,46.0,13,0.65,HOU,6.0,81.75,20.75,0,1,0,-3.5,47.5
00-0035685,David Montgomery,DET,2023,13,56.0,18,0.62,NO,11.0,83.8,20.0,0,1,3,4.0,47.5
00-0036265,AJ Dillon,GB,2023,13,73.0,18,0.63,KC,15.0,52.8,14.4,0,0,3,-5.5,43.5
00-0036251,Zack Moss,IND,2023,13,51.0,19,0.94,TEN,4.0,102.0,20.2,0,0,0,1.5,42.0
00-0036973,Travis Etienne,JAX,2023,13,45.0,11,0.62,CIN,14.0,55.0,16.2,1,0,0,10.0,41.0
00-0037197,Isiah Pacheco,KC,2023,13,110.0,18,0.7,GB,12.0,77.4,17.2,0,0,-3,5.5,43.5
00-0037840,Kyren Williams,LA,2023,13,88.0,21,0.94,CLE,9.0,99.0,16.8,0,1,0,3.5,39.5
00-0039040,De'Von Achane,MIA,2023,13,73.0,17,0.61,WAS,16.0,101.0,8.0,0,0,-1,8.5,50.0
00-0033045,Ezekiel Elliott,NE,2023,13,52.0,17,0.69,LAC,5.0,54.2,16.6,1,0,0,-4.5,38.5
00-0038120,Breece Hall,NYJ,2023,13,16.0,13,0.68,ATL,10.0,28.6,11.6,1,0,2,-2.0,33.0
00-0039165,Zach Charbonnet,SEA,2023,13,60.0,19,0.61,DAL,3.0,47.0,14.5,0,1,0,-9.5,47.5
00-0033280,Christian McCaffrey,SF,2023,13,93.0,17,0.88,PHI,7.0,77.2,16.6,0,0,3,3.0,46.5
00-0037256,Rachaad White,TB,2023,13,84.0,20,0.87,CAR,19.0,58.6,14.6,0,0,0,4.0,37.0
00-0039032,Tyjae Spears,TEN,2023,13,75.0,16,0.67,IND,13.0,18.0,5.0,0,0,0,-1.5,42.0
00-0038542,Bijan Robinson,ATL,2023,14,34.0,10,0.78,TB,7.0,70.4,15.6,0,1,0,1.5,41.5
00-0036555,Chuba Hubbard,CAR,2023,14,87.0,23,0.78,NO,13.0,64.6,17.8,0,1,0,-5.5,39.0
00-0033897,Joe Mixon,CIN,2023,14,79.0,21,0.63,IND,17.0,47.2,13.6,0,0,-1,3.0,45.0
00-0035261,Tony Pollard,DAL,2023,14,59.0,16,0.72,PHI,10.0,62.8,14.4,0,1,3,3.5,52.5
00-0036997,Javonte Williams,DEN,2023,14,66.0,17,0.6,LAC,1.0,74.6,19.2,0,1,0,-3.0,45.0
00-0039139,Jahmyr Gibbs,DET,2023,14,66.0,11,0.63,CHI,4.0,88.5,16.25,0,0,-6,3.0,44.5
00-0036251,Zack Moss,IND,2023,14,28.0,13,0.84,CIN,15.0,99.2,21.6,0,0,1,-3.0,45.0
00-0036973,Travis Etienne,JAX,2023,14,35.0,14,0.78,CLE,12.0,53.4,15.6,1,0,-1,-2.5,37.5
00-0037840,Kyren Williams,LA,2023,14,114.0,25,0.9,BAL,9.0,109.0,19.0,0,0,-7,-7.5,42.0
00-0033699,Austin Ekeler,LAC,2023,14,51.0,10,0.72,DEN,16.0,47.8,13.6,0,1,0,3.0,45.0
00-0035700,Josh Jacobs,LV,2023,14,34.0,13,0.63,MIN,2.0,84.8,20.4,0,1,1,-3.0,40.5
00-0031687,Raheem Mostert,MIA,2023,14,96.0,21,0.64,TEN,3.0,90.6,17.4,0,0,0,14.0,45.0
00-0033045,Ezekiel Elliott,NE,2023,14,68.0,22,0.91,PIT,18.0,54.8,16.2,0,0,0,-6.0,30.0
00-0034844,Saquon Barkley,NYG,2023,14,86.0,20,0.86,GB,11.0,82.6,18.2,0,0,7,-6.0,37.5
00-0038120,Breece Hall,NYJ,2023,14,40.0,10,0.62,HOU,6.0,28.4,11.8,1,0,0,-3.5,33.5
00-0033280,Christian McCaffrey,SF,2023,14,145.0,16,0.89,SEA,14.0,86.8,17.0,0,0,-3,14.5,44.5
00-0037256,Rachaad White,TB,2023,14,102.0,25,0.84,ATL,7.0,67.6,16.8,0,1,0,-1.5,41.5
00-0039032,Tyjae Spears,TEN,2023,14,29.0,7,0.66,MIA,5.0,46.5,10.5,0,0,0,-14.0,45.0
00-0036555,Chuba Hubbard,CAR,2023,15,87.0,22,0.73,ATL,7.0,64.4,18.6,0,0,0,-3.0,32.0
00-0033897,Joe Mixon,CIN,2023,15,47.0,10,0.7,MIN,1.0,55.6,15.0,0,0,0,3.0,41.5
00-0035261,Tony Pollard,DAL,2023,15,52.0,11,0.72,BUF,2.0,64.4,15.2,0,0,0,-2.0,49.5
00-0035250,Devin Singletary,HOU,2023,15,121.0,26,0.75,TEN,4.0,66.2,15.4,0,0,1,-3.0,38.0
00-0036973,Travis Etienne,JAX,2023,15,31.0,10,0.69,BAL,10.0,44.6,13.6,0,0,0,-4.0,42.5
00-0036360,Clyde Edwards-Helaire,KC,2023,15,37.0,13,0.62,NE,11.0,55.25,13.25,0,0,-3,10.0,39.5
00-0037840,Kyren Williams,LA,2023,15,152.0,27,0.77,WAS,8.0,111.2,19.0,0,1,-7,6.5,48.5
00-0038040,Zamir White,LV,2023,15,69.0,17,0.7,LAC,3.0,,,0,1,0,3.0,36.0
00-0037276,Ty Chandler,MIN,2023,15,132.0,23,0.81,CIN,5.0,,,0,0,0,-3.0,41.5
00-0033045,Ezekiel Elliott,NE,2023,15,25.0,11,0.87,KC,9.0,52.8,16.2,0,0,3,-10.0,39.5
00-0037228,Jaylen Warren,PIT,2023,15,40.0,10,0.69,IND,12.0,,,0,1,3,-1.5,41.5
00-0033280,Christian McCaffrey,SF,2023,15,115.0,18,0.77,ARI,13.0,105.0,17.8,0,0,-7,12.5,48.0
00-0037256,Rachaad White,TB,2023,15,89.0,21,0.81,GB,6.0,73.4,17.8,0,0,1,-4.0,41.5
00-0038542,Bijan Robinson,ATL,2023,16,72.0,12,0.75,IND,13.0,64.8,15.4,0,1,-1,3.0,44.0
00-0034975,Justice Hill,BAL,2023,16,26.0,10,0.62,SF,3.0,40.0,13.0,0,0,0,-6.5,47.5
00-0037248,James Cook,BUF,2023,16,70.0,20,0.75,LAC,6.0,53.666666666666664,11.333333333333334,0,1,-3,13.0,44.5
00-0036555,Chuba Hubbard,CAR,2023,16,43.0,16,0.64,GB,15.0,76.2,20.0,0,0,0,-3.5,39.5
00-0035261,Tony Pollard,DAL,2023,16,38.0,12,0.7,MIA,2.0,63.8,14.4,0,0,0,-1.5,48.5
00-0036973,Travis Etienne,JAX,2023,16,12.0,6,0.73,TB,5.0,43.8,13.8,0,0,0,2.0,43.0
00-0037840,Kyren Williams,LA,2023,16,104.0,22,0.79,NO,13.0,131.0,21.8,0,1,0,4.0,45.5
00-0033699,Austin Ekeler,LAC,2023,16,65.0,15,0.64,BUF,4.0,52.2,12.6,0,1,3,-13.0,44.5
00-0038040,Zamir White,LV,2023,16,145.0,22,0.76,KC,12.0,69.0,17.0,0,0,3,-11.0,40.5
00-0037276,Ty Chandler,MIN,2023,16,17.0,8,0.65,DET,1.0,132.0,23.0,0,1,0,-2.5,47.5
00-0033045,Ezekiel Elliott,NE,2023,16,27.0,12,0.83,DEN,11.0,41.6,15.8,0,0,-1,-7.0,37.5
00-0033906,Alvin Kamara,NO,2023,16,19.0,9,0.73,LA,8.0,64.2,16.4,0,1,0,-4.0,45.5
00-0034844,Saquon Barkley,NYG,2023,16,80.0,23,0.89,PHI,9.0,74.2,15.0,0,0,1,-14.0,41.0
00-0038120,Breece Hall,NYJ,2023,16,95.0,20,0.77,WAS,16.0,26.4,10.6,0,0,0,3.0,36.5
00-0033280,Christian McCaffrey,SF,2023,16,103.0,14,1.0,BAL,10.0,109.0,18.2,0,0,0,6.5,47.5
00-0037256,Rachaad White,TB,2023,16,39.0,20,0.68,JAX,7.0,81.0,18.0,0,0,0,-2.0,43.0
00-0033553,James Conner,ARI,2023,17,128.0,26,0.66,PHI,12.0,78.0,16.0,0,0,1,-12.0,48.0
00-0038542,Bijan Robinson,ATL,2023,17,75.0,15,0.76,CHI,2.0,69.0,15.6,0,0,0,-3.0,39.0
00-0036555,Chuba Hubbard,CAR,2023,17,45.0,11,0.7,JAX,6.0,73.2,20.0,0,0,0,-3.5,38.0
00-0033897,Joe Mixon,CIN,2023,17,65.0,21,0.61,KC,16.0,55.8,14.8,0,0,2,-7.5,46.0
00-0035261,Tony Pollard,DAL,2023,17,49.0,16,0.85,DET,1.0,59.2,14.4,0,1,0,5.5,53.0
00-0039139,Jahmyr Gibbs,DET,2023,17,43.0,15,0.62,DAL,2.0,84.0,15.2,0,1,0,-5.5,53.0
00-0035250,Devin Singletary,HOU,2023,17,80.0,16,0.62,TEN,11.0,85.4,19.4,0,1,0,5.0,44.0
00-0036223,Jonathan Taylor,IND,2023,17,96.0,21,0.63,LV,15.0,75.8,18.8,0,1,1,3.5,42.5
00-0036973,Travis Etienne,JAX,2023,17,102.0,16,0.62,CAR,13.0,35.8,12.2,0,0,0,3.5,38.0
00-0037197,Isiah Pacheco,KC,2023,17,130.0,18,0.93,CIN,14.0,76.4,16.8,1,0,-2,7.5,46.0
00-0037840,Kyren Williams,LA,2023,17,87.0,20,0.94,NYG,10.0,120.2,22.2,0,0,4,6.0,43.5
00-0033699,Austin Ekeler,LAC,2023,17,46.0,13,0.72,DEN,8.0,55.8,12.8,0,0,1,-3.5,39.5
00-0033045,Ezekiel Elliott,NE,2023,17,39.0,14,0.81,BUF,5.0,39.6,14.4,0,0,-1,-15.0,40.0
00-0034844,Saquon Barkley,NYG,2023,17,39.0,12,0.89,LA,7.0,72.2,16.4,0,0,-4,-6.0,43.5
00-0038120,Breece Hall,NYJ,2023,17,84.0,13,0.71,CLE,9.0,39.8,12.0,0,0,0,-6.5,33.5
00-0037256,Rachaad White,TB,2023,17,42.0,11,0.73,NO,17.0,82.8,20.2,0,0,-3,2.5,42.5
00-0039032,Tyjae Spears,TEN,2023,17,0.0,6,0.62,HOU,4.0,40.666666666666664,9.333333333333334,0,1,0,-5.0,44.0
00-0033553,James Conner,ARI,2023,18,150.0,27,0.74,SEA,17.0,84.0,18.4,0,1,0,-2.5,48.0
00-0038542,Bijan Robinson,ATL,2023,18,28.0,11,0.74,NO,13.0,65.0,14.2,0,1,0,-3.5,41.5
00-0037248,James Cook,BUF,2023,18,36.0,13,0.62,MIA,1.0,57.75,13.5,0,0,0,2.5,47.5
00-0036555,Chuba Hubbard,CAR,2023,18,83.0,23,0.81,TB,4.0,73.2,19.4,0,0,0,-5.0,36.5
00-0033293,Aaron Jones,GB,2023,18,111.0,22,0.82,CHI,5.0,77.4,15.2,0,0,0,2.5,45.5
00-0035250,Devin Singletary,HOU,2023,18,63.0,24,0.88,IND,11.0,96.2,20.0,0,1,0,1.5,47.5
00-0036223,Jonathan Taylor,IND,2023,18,188.0,30,0.77,HOU,2.0,77.8,19.0,0,1,0,-1.5,47.5
00-0036973,Travis Etienne,JAX,2023,18,57.0,16,0.66,TEN,14.0,45.0,11.4,0,0,0,3.5,41.5
00-0036269,La'Mical Perine,KC,2023,18,76.0,21,0.81,LAC,8.0,,,0,1,0,-3.5,35.0
00-0033699,Austin Ekeler,LAC,2023,18,11.0,10,0.76,KC,15.0,51.6,11.6,0,1,0,3.5,35.0
00-0038040,Zamir White,LV,2023,18,112.0,25,0.73,DEN,7.0,107.0,19.5,0,1,0,3.5,37.5
00-0039040,De'Von Achane,MIA,2023,18,56.0,10,0.63,BUF,6.0,87.0,12.5,0,0,0,-2.5,47.5
00-0033045,Ezekiel Elliott,NE,2023,18,54.0,13,0.93,NYJ,16.0,42.2,15.2,0,0,-3,2.5,28.5
00-0034844,Saquon Barkley,NYG,2023,18,46.0,18,0.7,PHI,18.0,66.8,16.2,0,0,0,-4.5,43.0
00-0038120,Breece Hall,NYJ,2023,18,178.0,37,0.89,NE,9.0,52.0,12.6,0,0,3,-2.5,28.5
00-0036893,Najee Harris,PIT,2023,18,112.0,26,0.6,BAL,10.0,83.2,20.4,0,0,0,3.0,34.0
00-0037256,Rachaad White,TB,2023,18,75.0,19,0.74,CAR,12.0,71.2,19.4,0,0,0,5.0,36.5
00-0032764,Derrick Henry,TEN,2023,18,153.0,19,0.65,JAX,3.0,67.6,17.6,0,0,0,-3.5,41.5
00-0037248,James Cook,BUF,2023,19,79.0,18,0.61,PIT,6.0,53.4,13.4,0,0,-1,10.0,39.5
00-0037267,Jerome Ford,CLE,2023,19,17.0,9,0.61,HOU,6.0,60.5,13.75,0,1,-1,2.5,45.0
00-0035261,Tony Pollard,DAL,2023,19,56.0,15,0.71,GB,8.0,53.2,15.0,0,1,0,7.0,52.5
00-0033293,Aaron Jones,GB,2023,19,118.0,21,0.63,DAL,3.0,95.0,18.0,0,1,0,-7.0,52.5
00-0035250,Devin Singletary,HOU,2023,19,66.0,13,0.72,CLE,5.0,78.8,18.8,0,1,1,-2.5,45.0
00-0037197,Isiah Pacheco,KC,2023,19,89.0,24,0.7,MIA,1.0,90.0,17.2,0,0,0,4.5,43.5
00-0037840,Kyren Williams,LA,2023,19,61.0,13,0.66,DET,2.0,109.0,23.0,0,1,0,-3.5,52.5
00-0036275,D'Andre Swift,PHI,2023,19,34.0,10,0.68,TB,4.0,63.6,15.0,0,0,0,2.5,43.0
00-0037256,Rachaad White,TB,2023,19,72.0,18,0.7,PHI,9.0,69.4,19.2,0,0,0,-2.5,43.0
00-0033293,Aaron Jones,GB,2023,20,108.0,18,0.81,SF,1.0,90.0,18.2,0,0,-7,-10.5,50.5
00-0035250,Devin Singletary,HOU,2023,20,22.0,9,0.69,BAL,5.0,69.6,17.0,0,0,-7,-10.0,44.0
00-0037197,Isiah Pacheco,KC,2023,20,97.0,15,0.72,BUF,3.0,94.6,18.8,0,0,2,-2.5,45.5
00-0033280,Christian McCaffrey,SF,2023,20,98.0,17,0.98,GB,4.0,114.0,16.8,0,0,7,10.5,50.5
00-0037256,Rachaad White,TB,2023,20,55.0,9,0.78,DET,2.0,63.4,17.8,0,1,-1,-6.0,49.5
00-0034975,Justice Hill,BAL,2023,21,3.0,3,0.67,KC,2.0,33.0,11.5,0,0,1,4.5,44.0
00-0037197,Isiah Pacheco,KC,2023,21,68.0,24,0.79,BAL,3.0,96.2,18.0,0,0,-1,-4.5,44.0
00-0033280,Christian McCaffrey,SF,2023,21,90.0,20,0.91,DET,1.0,110.8,16.4,0,0,1,7.5,52.5
00-0037197,Isiah Pacheco,KC,2023,22,59.0,18,0.73,SF,1.0,98.8,19.8,0,1,0,-1.5,47.0
00-0033280,Christian McCaffrey,SF,2023,22,80.0,22,0.95,KC,2.0,110.2,17.0,0,1,0,1.5,47.0
00-0033553,James Conner,ARI,2024,1,50.0,16,0.67,BUF,7.0,103.6,21.6,0,0,0,-6.5,46.0
00-0038542,Bijan Robinson,ATL,2024,1,68.0,18,0.89,PIT,13.0,52.4,13.2,0,1,0,4.0,43.0
00-0037248,James Cook,BUF,2024,1,71.0,19,0.61,ARI,21.0,49.6,14.0,0,0,0,6.5,46.0
00-0036275,D'Andre Swift,CHI,2024,1,30.0,10,0.7,TEN,17.0,58.0,14.0,0,0,0,4.0,43.0
00-0036251,Zack Moss,CIN,2024,1,44.0,9,0.65,NE,18.0,87.2,20.6,0,0,0,8.0,40.5
00-0037267,Jerome Ford,CLE,2024,1,44.0,12,0.75,DAL,10.0,51.8,12.8,0,0,0,2.5,42.0
00-0035700,Josh Jacobs,GB,2024,1,84.0,16,0.73,PHI,16.0,79.4,20.0,0,0,0,-2.0,49.5
00-0033897,Joe Mixon,HOU,2024,1,159.0,30,0.72,IND,9.0,55.0,15.8,0,1,0,3.0,49.0
00-0036223,Jonathan Taylor,IND,2024,1,48.0,16,0.96,HOU,5.0,99.0,20.8,0,1,0,-3.0,49.0
00-0036973,Travis Etienne,JAX,2024,1,44.0,12,0.7,MIA,2.0,47.4,12.4,0,0,0,-3.5,49.5
00-0037197,Isiah Pacheco,KC,2024,1,45.0,15,0.8,BAL,12.0,88.6,19.8,0,0,0,3.0,46.0
00-0037840,Kyren Williams,LA,2024,1,50.0,18,0.91,DET,4.0,103.6,21.4,0,1,0,-5.0,54.0
00-0034972,Alexander Mattison,LV,2024,1,19.0,5,0.6,LAC,11.0,68.8,17.8,0,1,0,-3.0,41.0
00-0036875,Rhamondre Stevenson,NE,2024,1,120.0,25,0.78,CIN,20.0,70.6,13.8,0,0,0,-8.0,40.5
00-0035250,Devin Singletary,NYG,2024,1,37.0,10,0.7,MIN,1.0,70.4,17.6,0,0,0,-1.0,42.5
00-0038120,Breece Hall,NYJ,2024,1,54.0,16,0.82,SF,3.0,82.6,18.6,0,0,0,-3.5,43.0
00-0034844,Saquon Barkley,PHI,2024,1,109.0,24,0.8,GB,15.0,59.4,17.0,0,0,0,2.0,49.5
00-0038134,Kenneth Walker,SEA,2024,1,103.0,20,0.66,DEN,6.0,70.6,18.2,0,0,0,6.5,42.0
00-0037525,Jordan Mason,SF,2024,1,147.0,28,0.81,NYJ,14.0,,,0,0,0,3.5,43.0
00-0037256,Rachaad White,TB,2024,1,31.0,15,0.7,WAS,19.0,56.6,15.4,0,0,0,4.0,42.0
00-0035261,Tony Pollard,TEN,2024,1,82.0,16,0.61,CHI,8.0,50.8,14.0,0,0,0,-4.0,43.0
00-0033553,James Conner,ARI,2024,2,122.0,21,0.62,LA,2.0,99.0,21.6,0,1,0,-1.0,47.5
00-0038542,Bijan Robinson,ATL,2024,2,97.0,14,0.75,PHI,15.0,55.4,13.2,0,0,-2,-5.5,46.5
00-0036275,D'Andre Swift,CHI,2024,2,18.0,14,0.66,HOU,4.0,52.6,12.8,0,1,0,-6.0,45.5
00-0036251,Zack Moss,CIN,2024,2,34.0,12,0.8,KC,6.0,71.6,16.4,0,0,-3,-6.5,47.5
00-0036997,Javonte Williams,DEN,2024,2,17.0,11,0.66,PIT,9.0,67.4,18.0,0,0,0,-3.0,36.5
00-0039139,Jahmyr Gibbs,DET,2024,2,84.0,13,0.62,TB,3.0,76.6,14.8,0,1,0,7.5,51.5
00-0035700,Josh Jacobs,GB,2024,2,151.0,32,0.67,IND,17.0,76.6,18.0,0,0,2,-3.0,41.5
00-0036973,Travis Etienne,JAX,2024,2,52.0,13,0.72,CLE,10.0,49.2,12.0,0,0,0,3.0,41.5
00-0037197,Isiah Pacheco,KC,2024,2,90.0,19,0.66,CIN,19.0,71.6,19.2,0,0,3,6.5,47.5
00-0037840,Kyren Williams,LA,2024,2,25.0,12,0.79,ARI,21.0,90.8,20.0,0,1,0,1.0,47.5
00-0038040,Zamir White,LV,2024,2,24.0,9,0.63,BAL,12.0,108.66666666666667,21.333333333333332,0,0,-3,-9.0,41.0
00-0033293,Aaron Jones,MIN,2024,2,32.0,9,0.61,SF,5.0,84.0,17.0,0,1,1,-4.5,46.5
00-0036875,Rhamondre Stevenson,NE,2024,2,81.0,21,0.72,SEA,22.0,85.4,16.8,0,0,0,-3.5,39.0
00-0033906,Alvin Kamara,NO,2024,2,115.0,20,0.63,DAL,8.0,52.0,13.8,0,1,0,-6.5,47.0
00-0035250,Devin Singletary,NYG,2024,2,95.0,16,0.79,WAS,18.0,53.6,14.4,0,0,0,-1.5,42.5
00-0038120,Breece Hall,NYJ,2024,2,62.0,14,0.72,TEN,14.0,90.2,19.2,0,0,-1,3.5,41.5
00-0034844,Saquon Barkley,PHI,2024,2,95.0,22,0.9,ATL,11.0,72.0,19.4,0,0,2,5.5,46.5
00-0039165,Zach Charbonnet,SEA,2024,2,38.0,14,0.96,NE,13.0,51.333333333333336,16.0,0,0,0,3.5,39.0
00-0037525,Jordan Mason,SF,2024,2,100.0,20,0.81,MIN,1.0,147.0,28.0,0,1,-1,4.5,46.5
00-0037256,Rachaad White,TB,2024,2,18.0,10,0.71,DET,7.0,55.0,14.4,0,1,0,-7.5,51.5
00-0035261,Tony Pollard,TEN,2024,2,62.0,17,0.67,NYJ,20.0,55.4,14.0,0,0,1,-3.5,41.5
00-0037746,Brian Robinson,WAS,2024,2,133.0,17,0.6,NYG,16.0,66.0,18.0,0,0,0,1.5,42.5
00-0033553,James Conner,ARI,2024,3,17.0,9,0.75,DET,4.0,111.0,23.0,0,1,0,-3.0,51.5
00-0038542,Bijan Robinson,ATL,2024,3,31.0,16,0.82,KC,1.0,68.0,14.0,0,1,-1,-3.0,46.0
00-0036251,Zack Moss,CIN,2024,3,58.0,12,0.76,WAS,17.0,64.4,15.2,0,0,0,7.5,46.0
00-0037267,Jerome Ford,CLE,2024,3,37.0,10,0.79,NYG,17.0,55.4,13.4,0,0,0,6.5,38.0
00-0036223,Jonathan Taylor,IND,2024,3,110.0,23,0.88,CHI,13.0,89.6,21.6,0,1,0,1.5,43.0
00-0036973,Travis Etienne,JAX,2024,3,68.0,11,0.69,BUF,7.0,53.4,12.6,0,0,-3,-4.0,46.5
00-0039325,Carson Steele,KC,2024,3,72.0,17,0.62,ATL,14.0,,,0,1,1,3.0,46.0
00-0037840,Kyren Williams,LA,2024,3,89.0,24,0.9,SF,5.0,65.4,17.0,0,1,0,-6.0,44.5
00-0036158,J.K. Dobbins,LAC,2024,3,44.0,15,0.65,PIT,10.0,,,0,0,0,-3.0,36.0
00-0033293,Aaron Jones,MIN,2024,3,102.0,19,0.6,HOU,3.0,82.4,16.4,0,1,0,-2.0,46.0
00-0033906,Alvin Kamara,NO,2024,3,87.0,26,0.86,PHI,16.0,61.4,14.0,0,1,1,2.5,49.0
00-0035250,Devin Singletary,NYG,2024,3,65.0,16,0.68,CLE,9.0,56.6,14.4,0,0,0,-6.5,38.0
00-0038120,Breece Hall,NYJ,2024,3,54.0,16,0.71,NE,12.0,94.6,20.0,0,0,0,6.5,39.0
00-0034844,Saquon Barkley,PHI,2024,3,147.0,17,0.8,NO,8.0,73.8,19.8,0,1,-1,-2.5,49.0
00-0039165,Zach Charbonnet,SEA,2024,3,91.0,18,0.84,MIA,2.0,48.0,15.5,0,0,-3,4.0,41.5
00-0037525,Jordan Mason,SF,2024,3,77.0,19,0.75,LA,6.0,123.5,24.0,0,1,0,6.0,44.5
00-0037256,Rachaad White,TB,2024,3,17.0,6,0.74,DEN,11.0,50.2,14.2,0,0,0,6.0,40.5
00-0035261,Tony Pollard,TEN,2024,3,14.0,6,0.63,GB,15.0,57.4,15.2,0,0,0,3.0,37.0
00-0037746,Brian Robinson,WAS,2024,3,33.0,16,0.76,CIN,19.0,88.33333333333333,17.666666666666668,0,0,0,-7.5,46.0
00-0038542,Bijan Robinson,ATL,2024,4,28.0,7,0.64,NO,14.0,59.8,14.8,0,1,0,2.5,41.5
00-0032764,Derrick Henry,BAL,2024,4,199.0,24,0.65,BUF,7.0,82.2,16.4,0,0,1,2.5,46.5
00-0036555,Chuba Hubbard,CAR,2024,4,104.0,18,0.74,CIN,18.0,69.0,19.0,0,0,1,-4.5,47.0
00-0036275,D'Andre Swift,CHI,2024,4,93.0,16,0.63,LA,5.0,47.6,12.0,0,0,0,3.0,40.0
00-0036251,Zack Moss,CIN,2024,4,51.0,15,0.6,CAR,13.0,43.0,13.0,0,0,-1,4.5,47.0
00-0037267,Jerome Ford,CLE,2024,4,58.0,10,0.78,LV,10.0,54.0,11.4,0,1,0,2.5,36.5
00-0035700,Josh Jacobs,GB,2024,4,51.0,9,0.61,MIN,2.0,83.6,19.0,0,0,0,2.5,44.0
00-0036223,Jonathan Taylor,IND,2024,4,88.0,21,0.73,PIT,3.0,102.2,22.6,0,1,0,-2.5,40.0
00-0037840,Kyren Williams,LA,2024,4,94.0,19,0.79,CHI,15.0,62.4,17.4,0,0,0,-3.0,40.0
00-0036158,J.K. Dobbins,LAC,2024,4,32.0,14,0.71,KC,1.0,44.0,15.0,0,1,0,-7.5,41.5
00-0033293,Aaron Jones,MIN,2024,4,93.0,22,0.82,GB,8.0,94.2,17.8,0,0,0,-2.5,44.0
00-0033906,Alvin Kamara,NO,2024,4,77.0,19,0.82,ATL,11.0,66.4,15.8,1,1,0,-2.5,41.5
00-0035250,Devin Singletary,NYG,2024,4,24.0,14,0.68,DAL,12.0,57.0,12.8,0,0,0,-5.5,45.0
00-0038120,Breece Hall,NYJ,2024,4,4.0,10,0.69,DEN,6.0,86.4,19.2,0,0,3,7.5,39.5
00-0036893,Najee Harris,PIT,2024,4,19.0,13,0.69,IND,17.0,88.4,22.2,0,1,0,2.5,40.0
00-0037525,Jordan Mason,SF,2024,4,123.0,24,0.75,NE,9.0,108.0,22.333333333333332,0,0,-3,10.5,41.5
00-0035261,Tony Pollard,TEN,2024,4,88.0,22,0.6,MIA,4.0,52.6,14.0,0,0,0,-2.5,37.0
00-0037746,Brian Robinson,WAS,2024,4,101.0,21,0.63,ARI,16.0,74.5,17.25,0,1,-1,-3.5,49.0
00-0033553,James Conner,ARI,2024,5,86.0,19,0.79,SF,6.0,93.4,19.8,0,0,0,-7.0,48.5
00-0038542,Bijan Robinson,ATL,2024,5,61.0,12,0.67,TB,2.0,50.4,13.2,0,1,0,2.5,44.0
00-0036555,Chuba Hubbard,CAR,2024,5,97.0,13,0.65,CHI,17.0,72.4,18.0,0,0,0,-4.0,40.0
00-0036275,D'Andre Swift,CHI,2024,5,73.0,21,0.67,CAR,11.0,51.0,12.8,0,0,0,4.0,40.0
00-0036251,Zack Moss,CIN,2024,5,24.0,9,0.67,BAL,4.0,43.0,12.2,0,0,0,-2.5,48.5
00-0036997,Javonte Williams,DEN,2024,5,61.0,13,0.63,LV,5.0,55.8,17.2,0,0,0,3.0,36.0
00-0035700,Josh Jacobs,GB,2024,5,73.0,19,0.75,LA,9.0,86.0,18.0,0,1,0,3.0,49.5
00-0033854,Dare Ogunbowale,HOU,2024,5,30.0,15,0.68,BUF,16.0,39.0,12.0,0,1,0,1.0,48.0
00-0033923,Kareem Hunt,KC,2024,5,102.0,27,0.63,NO,8.0,66.0,14.0,0,0,0,5.5,43.0
00-0037840,Kyren Williams,LA,2024,5,102.0,22,0.86,GB,10.0,63.8,17.2,0,1,0,-3.0,49.5
00-0037276,Ty Chandler,MIN,2024,5,30.0,14,0.63,NYJ,12.0,74.5,15.5,0,0,0,2.5,42.0
00-0033906,Alvin Kamara,NO,2024,5,26.0,11,0.89,KC,1.0,73.4,17.8,0,0,0,-5.5,43.0
00-0039384,Tyrone Tracy,NYG,2024,5,129.0,18,0.63,SEA,18.0,,,0,0,4,-7.0,42.5
